rel=cannonical	title	parent
http://www.oac.cdlib.org/findaid/ark:/13030/tf2h4nb2bt	Abbott (Charles H.)Photographs	ark:/13030/tf5h4nb7td
http://www.oac.cdlib.org/findaid/ark:/13030/c8gt5qb6	Abbott (Chuck and Esther) Slide Collection	ark:/13030/tf5h4nb7td
http://www.oac.cdlib.org/findaid/ark:/13030/kt8w1028g6	Abbott (Clint) historical sheet music collection	ark:/13030/tf1p3008cx
http://www.oac.cdlib.org/findaid/ark:/13030/c8930rjm	Abbott (Donald P.) papers	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/kt6x0nf63p	Abbott (Donald Putnam) Correspondence and Report	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/kt5q2nf4nc	ABC Television Network scripts and production material for television	ark:/13030/kt4199r6d2
http://www.oac.cdlib.org/findaid/ark:/13030/kt6n39r8h4	Abdank-Kossovskii (Vladimir Konkordovich) Papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/tf5d5nb30d	Abdullah (Achmed) Papers	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/tf1n39n4q2	Abel (Elie) Papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt5j49p7mb	Abel (Rudolfe) Collection of Material about Dance in S. Calif.	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/tf3489n5vz	Abel (Theodore F.) papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt0w1032g8	Abele (Barbara) Bookplate Collection	ark:/13030/tf4779p5jq
http://www.oac.cdlib.org/findaid/ark:/13030/kt5489s0c2	Abell (Thornton Montaigne) papers	ark:/13030/kt8779s1dn
http://www.oac.cdlib.org/findaid/ark:/13030/kt838nf1ft	Abenheim (Donald) collection	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/tf487003db	Abercromby (James) Papers	ark:/13030/tf209nb609
http://www.oac.cdlib.org/findaid/ark:/13030/c8tx3hk7	Abernathy (Charline) papers	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/tf0b69n3ww	Abernethy (David B.) miscellaneous papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/c8xk8g3x	Abernethy (David B.) Papers	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/c8br8tm7	Abert (John James) Papers	ark:/13030/kt8489r6nk
http://www.oac.cdlib.org/findaid/ark:/13030/kt6h4nf2nd	Ab'iadnanaia hramadzianskaia partyia belarusi issuances	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/ft296n98dc	Abiko Family Papers	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/kt109nd738	Abizaid (John) collection	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt896nf8xr	Abkhaz subject collection	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt4g5033kx	Ablard (Charles D.) papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/tf8h4nb672	Ablon (Joan I.) Papers	ark:/13030/tf0h4nb4sw
http://www.oac.cdlib.org/findaid/ark:/13030/kt4x0nf213	Abolish Cross-Filing in California records	ark:/13030/tf1p3009z6
http://www.oac.cdlib.org/findaid/ark:/13030/kt2f59s050	Abolish Cross-Filing in California records	ark:/13030/tf6t1nc15d
http://www.oac.cdlib.org/findaid/ark:/13030/kt1t1nd741	Aborn (Edward) Collection	ark:/13030/kt9g5023wp
http://www.oac.cdlib.org/findaid/ark:/13030/kt5c6035t5	Abraham (Wendy) interviews	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/tf5s2004pj	Abrahams (William M.) Papers	ark:/13030/tf5r29p4tz
http://www.oac.cdlib.org/findaid/ark:/13030/kt6h4nf6gr	Abrams (Herbert L.) Papers	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/tf9v19p0dq	Abrams (Irwin) Papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt2489r8t8	Abrams (Leroy) Papers	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/kt8r29s0q3	Abramson (Joan) typescript	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt5d5nd9xh	Abramson (Lillian) collection	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/c8ng4rfp	"Abril (Ben) Collection, mid-20th century"	ark:/13030/kt4c60381d
http://www.oac.cdlib.org/findaid/ark:/13030/c80v8br5	"Abstract of title to block 8, lot 3, Chico"	ark:/13030/tf7v19p5n4
http://www.oac.cdlib.org/findaid/ark:/13030/c8tb15wh	Abstract of title to the Albertson tract	ark:/13030/tf7v19p5n4
http://www.oac.cdlib.org/findaid/ark:/13030/c82v2f4p	Abstract of title to the Danish tract of the Farwell Grant	ark:/13030/tf7v19p5n4
http://www.oac.cdlib.org/findaid/ark:/13030/c8dz07mv	Abstracts of Title to Rancho Santa Anita	ark:/13030/kt4c60381d
http://www.oac.cdlib.org/findaid/ark:/13030/c8qc02gx	"Academic Personnel Records (University of California, Irvine)"	ark:/13030/kt3v19n8bk
http://www.oac.cdlib.org/findaid/ark:/13030/kt8q2nd176	Academic Senate. Academic Council - Minutes	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/tf8n39p36f	Academic Senate Administrative Records	ark:/13030/tf6j49p6xg
http://www.oac.cdlib.org/findaid/ark:/13030/kt096nc5d5	"Academic Senate. Budget Committee. Agendas, minutes and reports."	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/kt8q2nd16p	Academic Senate. Committee on Budget and Interdepartmental Relations. Minutes of meetings and reports.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/kt096nc5fp	"Academic Senate. Committee on Undergraduate Courses and Curricula. Agendas, minutes, and reports."	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/kt6199s4xx	"Academic Senate Distinguished Faculty Lecture Records (University of California, Irvine)"	ark:/13030/kt3v19n8bk
http://www.oac.cdlib.org/findaid/ark:/13030/c8fb54gt	Academic Senate. Emergency Executive Committee. Committee records.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/c8rj4kpc	"Academic Senate. Los Angeles Division. Agendas, minutes, and reports."	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/kt4x0nc7kw	"Academic Senate. Los Angeles Division. By-laws, catalogs, and manuals."	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/kt8h4nd0nm	Academic Senate. Los Angeles Division. Committee on Educational Policy. Minutes of meetings.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/kt0k4018zj	Academic Senate. Los Angeles Division. Committee on Teaching.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/c8pz5b9f	Academic Senate. Los Angeles Division. Committee on Undergraduate Courses and Curricula. Approved courses list.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/kt238nc7gg	Academic Senate. Los Angeles Division. Committee on Undergraduate Courses and Curricula. Subject files.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/kt6k4022zz	Academic Senate. Los Angeles Division. Council on Educational Development. Records.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/c8w95bd3	Academic Senate. Los Angeles Division. Executive office. Administrative files.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/c8ww7kvf	Academic Senate. Los Angeles Division. Graduate Council. Minutes and reports.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/c8jm2cqd	Academic Senate. Los Angeles Division. Publications.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/kt3779n7ks	"Academic Senate Records (University of California, Irvine)"	ark:/13030/kt3v19n8bk
http://www.oac.cdlib.org/findaid/ark:/13030/kt338nc6tg	"Academic Senate Southern Section - Agendas, Minutes and Reports"	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/kt4t1nd2f6	Academic Senate. Southern Section. Faculty Research Committee. Administrative files.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/c8r49std	Academic Senate. Southern Section. Special Committee on Tenure. Administrative files.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/kt9489q7d9	Academic Senate. University Committee on Educational Policy. Minutes of meetings.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/c8hh6kvv	Academic Women (Association of). Constitution and Revisions.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/c8bz67qv	Academy Awards Show photographs	ark:/13030/c8ff3t03
http://www.oac.cdlib.org/findaid/ark:/13030/tf4r29n76b	Academy for Educational Development Records	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt5199r1g0	Academy of American Franciscan History Microfilm Collection	ark:/13030/tf7r29p8s0
http://www.oac.cdlib.org/findaid/ark:/13030/kt3b69r9rb	Academy of Certified Social Workers Competence Certification Board records	ark:/13030/kt8f59q5cg
http://www.oac.cdlib.org/findaid/ark:/13030/tf8q2nb2t7	Academy Records	ark:/13030/kt058018bm
http://www.oac.cdlib.org/findaid/ark:/13030/kt7s20388k	ACCESS Collection	ark:/13030/kt2j49q7f8
http://www.oac.cdlib.org/findaid/ark:/13030/kt8z09r972	Accessories to the crime mimeograph	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/tf8g5006jd	Account Book for Sugar Plantation	ark:/13030/tf7r29p8s0
http://www.oac.cdlib.org/findaid/ark:/13030/c880543w	Account of the First Settlement of St. Johns	ark:/13030/kt8489r6nk
http://www.oac.cdlib.org/findaid/ark:/13030/c8j104n0	"Account of the Residence of George Lunsford Russell in Los Angeles County, from May, 1869 to the ""Boom"" of the 80s"	ark:/13030/kt8489r6nk
http://www.oac.cdlib.org/findaid/ark:/13030/kt909nd6sm	"Accounting and Financial Operations - Correspondence, Outgoing"	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/tf7n39n952	ACHAC collection	ark:/13030/kt98703819
http://www.oac.cdlib.org/findaid/ark:/13030/kt6q2nb3x0	Acheson (Alexander W.) Letter	ark:/13030/kt2j49q7f8
http://www.oac.cdlib.org/findaid/ark:/13030/tf287004sw	Ackerman (Fremont) Papers	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/kt2n39r977	Ackerman (Ken) Collection	ark:/13030/kt1v19q1s6
http://www.oac.cdlib.org/findaid/ark:/13030/ft7489p016	Ackerman (Rhea C.) Papers	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/c8c53n7s	"Ackerman, William Coit (UCLA 1924). Student and alumnus memorabilia and photographs."	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/tf187004xn	Acosta (Oscar Z.) papers	ark:/13030/kt2j49q7f8
http://www.oac.cdlib.org/findaid/ark:/13030/c8bz67f8	"""Across the Plains in 1850"" and ""In Camp and Cabin"" Clippings Collection"	ark:/13030/kt8489r6nk
http://www.oac.cdlib.org/findaid/ark:/13030/c81g0pcv	ACT UP/Los Angeles records	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/c8k64ghw	ACT UP/Los Angeles Records	ark:/13030/kt2n39q9dc
http://www.oac.cdlib.org/findaid/ark:/13030/c87945pb	Actors and Actresses scrapbook	ark:/13030/tf6t1nc15d
http://www.oac.cdlib.org/findaid/ark:/13030/tf929008r5	"Actors' Laboratory, Inc. Records"	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/kt4489r7d6	"Actress and Singer Photograph Collection, ca. 1850 - 1930"	ark:/13030/kt8s2020gp
http://www.oac.cdlib.org/findaid/ark:/13030/kt6779q97d	"ACT-UP Golden Gate Records, 1988-1993"	ark:/13030/tf0h4nb4sw
http://www.oac.cdlib.org/findaid/ark:/13030/c8t72jn8	Acty (Ruth) Papers	ark:/13030/kt9c6029ms
http://www.oac.cdlib.org/findaid/ark:/13030/c8zc851j	Acuña (Rodolfo F.) Collection	ark:/13030/c8q52qnq
http://www.oac.cdlib.org/findaid/ark:/13030/kt5t1nf118	"Ad Hoc Committee for the Organization of Romanian Democracy records,"	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/c8cn74pr	"Adair, Douglass Collection"	ark:/13030/c8th8nbh
http://www.oac.cdlib.org/findaid/ark:/13030/tf1j49n4sf	Adair (Fred L.) Papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt7m3nf44k	Adair (James) Papers	ark:/13030/kt796nc8ds
http://www.oac.cdlib.org/findaid/ark:/13030/c8vq33bc	Adair (Virginia Hamilton) Collection	ark:/13030/c8th8nbh
http://www.oac.cdlib.org/findaid/ark:/13030/tf3h4nb2zf	Adam (Helen) Postcard	ark:/13030/tf5r29p653
http://www.oac.cdlib.org/findaid/ark:/13030/kt2q2nd997	Adam (Wilhelm) memoirs	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt567nd928	Adamich (Zenon V.) papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt3p3033wk	Adamishin (A. L.) papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/ft009n99b7	"Adams (Agnes A., Lady) Papers"	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/kt7r29s0j6	Adams (Andrew Mart) Photograph Album	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/c8q52r3z	"Adams (Ansel) and Wallace Stegner, A Conversation [videorecording]"	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/tf5t1nb1g9	Adams (Ansel) Papers	ark:/13030/tf5r29p4tz
http://www.oac.cdlib.org/findaid/ark:/13030/ft5z09p0pn	Adams (Ansel) Papers	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/kt0870303p	Adams (Arthur E.) typescript	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt6h4nc93m	Adams (Charles K.) Santa Fe Railroad Collection	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/kt7199s1xs	Adams (Claire) Photographs	ark:/13030/tf1p3008cx
http://www.oac.cdlib.org/findaid/ark:/13030/kt9870414x	Adams (Douglas G.) Collection	ark:/13030/tf6g5012hs
http://www.oac.cdlib.org/findaid/ark:/13030/kt329033dd	"Adams, D.Q. Letters, 1864-1865"	ark:/13030/kt8s2020gp
http://www.oac.cdlib.org/findaid/ark:/13030/c8zk5j5t	Adams (Emma Lee and Jimmie) Papers	ark:/13030/kt9c6029ms
http://www.oac.cdlib.org/findaid/ark:/13030/kt7k4037bt	Adams (Ephraim Douglass) papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/tf3489n6dq	Adams (Ephraim Douglass) Papers	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/c8xg9smq	Adams Express Co. Correspondence and Receipt Book	ark:/13030/tf0f59p354
http://www.oac.cdlib.org/findaid/ark:/13030/kt6779q3m6	Adams (Frank) Correspondence on Irrigation Matters	ark:/13030/tf6x0nb9j5
http://www.oac.cdlib.org/findaid/ark:/13030/tf9489p11x	Adams (Frank) Papers	ark:/13030/tf009nb42r
http://www.oac.cdlib.org/findaid/ark:/13030/kt8z09r8d5	Adams (Gerald Drayson) scripts	ark:/13030/kt4199r6d2
http://www.oac.cdlib.org/findaid/ark:/13030/kt5t1nf4gf	Adams (James L.) Papers	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/tf087000sb	Adams (Jane) Recipe and Menu Collection	ark:/13030/tf4779p5jq
http://www.oac.cdlib.org/findaid/ark:/13030/tf6k4005hf	Adams (Jewett W.) Papers	ark:/13030/tf7r29p8s0
http://www.oac.cdlib.org/findaid/ark:/13030/kt800035xk	Adams (John and Jane) Artwork Collection	ark:/13030/tf4779p5jq
http://www.oac.cdlib.org/findaid/ark:/13030/kt2v19r495	Adams (John and Jane) Autograph Album Collection	ark:/13030/tf4779p5jq
http://www.oac.cdlib.org/findaid/ark:/13030/c8416zrt	Adams (John and Jane) Ephemera Collection	ark:/13030/tf4779p5jq
http://www.oac.cdlib.org/findaid/ark:/13030/kt500037hd	Adams (John and Jane) Greeting Card Collection	ark:/13030/tf4779p5jq
http://www.oac.cdlib.org/findaid/ark:/13030/kt2k4036bs	Adams (John and Jane) Photograph Collection	ark:/13030/tf4779p5jq
http://www.oac.cdlib.org/findaid/ark:/13030/kt900038n6	Adams (John and Jane) Postcard Collection	ark:/13030/tf4779p5jq
http://www.oac.cdlib.org/findaid/ark:/13030/kt3b69r6gr	Adams (John and Jane) Trade Card Collection	ark:/13030/tf4779p5jq
http://www.oac.cdlib.org/findaid/ark:/13030/tf858008hw	Adams (John M.) Papers	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/kt629033kx	Adams (John) Papers	ark:/13030/tf4779p5jq
http://www.oac.cdlib.org/findaid/ark:/13030/kt7f59s33z	"Adams (Kate), Series of Sonnets on Jane and Leland Stanford"	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/c8b56mx5	Adams (Leon David) Papers	ark:/13030/tf1489p250
http://www.oac.cdlib.org/findaid/ark:/13030/kt9t1nf4sb	Adams (Marie) papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt7j49s2hb	Adams (Marion) Notes	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/kt7v19r952	Adams (Mason) papers	ark:/13030/kt4199r6d2
http://www.oac.cdlib.org/findaid/ark:/13030/ft896nb2gt	Adams (Peggy H.) papers	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/kt2w1017hx	Adams (Perry) Papers	ark:/13030/kt2j49q7f8
http://www.oac.cdlib.org/findaid/ark:/13030/c8vd708n	Adams (Robert) papers	ark:/13030/tf6t1nc14w
http://www.oac.cdlib.org/findaid/ark:/13030/tf7j49n8k4	Adams (Samuel) Journal and Papers	ark:/13030/tf7v19p5mm
http://www.oac.cdlib.org/findaid/ark:/13030/kt7q2nf2jg	Adams (Sidney F.) letters	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt3s2036tn	Adams (Sidney F.) Letters	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/c8k64kjk	"Adams (Velma) Papers, Photographs, and Artwork"	ark:/13030/kt8489r6nk
http://www.oac.cdlib.org/findaid/ark:/13030/kt387019c6	Adams (Wallace E.) Papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/tf058002z7	Adams (William B.) Papers	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/ft5v19p036	Adams (William S.) Papers	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/kt7h4nf2ck	Adamson (Bruce Campbell) typescript	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/tf1x0n982f	Aday (Sanford) Collection	ark:/13030/kt058018bm
http://www.oac.cdlib.org/findaid/ark:/13030/c8nz88cb	ADC Film collection	ark:/13030/kt8779s1dn
http://www.oac.cdlib.org/findaid/ark:/13030/c8125t7g	ADC Oral History collection	ark:/13030/kt8779s1dn
http://www.oac.cdlib.org/findaid/ark:/13030/c8bz66m3	ADC Study collection	ark:/13030/kt8779s1dn
http://www.oac.cdlib.org/findaid/ark:/13030/c8jd4z5z	"Addems, Walter Special Collection"	ark:/13030/kt9f59s474
http://www.oac.cdlib.org/findaid/ark:/13030/c8b56hq7	"Addendum to HAER Report, HAER CA-67 for Wapama Steam Schooner"	ark:/13030/tf9d5nc0sj
http://www.oac.cdlib.org/findaid/ark:/13030/c8sf2wtd	Addendum to the Willow Wray Collection of the Writings of Lord Dunsany	ark:/13030/kt9k402381
http://www.oac.cdlib.org/findaid/ark:/13030/kt8199s42m	Addicott (Fred) Student Notebook from Biology 106	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/kt6x0nf604	Addicott (Frederick T.) Microbiology Notebook	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/kt1k4033r7	Addington Family Papers	ark:/13030/tf7v19p5mm
http://www.oac.cdlib.org/findaid/ark:/13030/c8t154wh	"Addington (Gerald, 4th Viscount Sidmouth of Devon, England) carte de visite photograph album of family and Oxford friends"	ark:/13030/tf129008pn
http://www.oac.cdlib.org/findaid/ark:/13030/kt4m3nf0xm	Addio Lugano bella: antologia della canzone anarchica in Italia sound recording	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt0f59r7sm	An Address in Commemoration of David Starr Jordan	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/c8tx3g3j	Addy (Al) Collection	ark:/13030/tf7779p81b
http://www.oac.cdlib.org/findaid/ark:/13030/kt1s2010nn	Aden [Yemen] Photograph Album	ark:/13030/kt2j49q7f8
http://www.oac.cdlib.org/findaid/ark:/13030/kt2s2032zg	Adenauer : photographic portfolio	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt4g5033s1	Adenauer (Konrad) miscellaneous papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/kt2h4n99r9	Adherble T.D. Button Collection (San Juan Bautista State Historic Park)	ark:/13030/kt3g50036k
http://www.oac.cdlib.org/findaid/ark:/13030/kt787037xn	Adjarian (Max J.) collection	ark:/13030/tf6t1nc14w
http://www.oac.cdlib.org/findaid/ark:/13030/tf8g500667	Adleman (Robert H.) Papers	ark:/13030/tf4m3nb8sq
http://www.oac.cdlib.org/findaid/ark:/13030/c8gh9h87	Adler (David) papers	ark:/13030/kt8779s1dn
http://www.oac.cdlib.org/findaid/ark:/13030/kt6z09r22g	Adler (Kurt Herbert) papers	ark:/13030/tf7r29p8s0
http://www.oac.cdlib.org/findaid/ark:/13030/kt5j49s2p9	Administration and Finance Records	ark:/13030/kt629037x1
http://www.oac.cdlib.org/findaid/ark:/13030/kt5290272b	"Administrative and Business Services publications (University of California, Irvine)"	ark:/13030/kt3v19n8bk
http://www.oac.cdlib.org/findaid/ark:/13030/kt800038d8	"Administrative and Business Services Training Manuals (University of California, Irvine)"	ark:/13030/kt3v19n8bk
http://www.oac.cdlib.org/findaid/ark:/13030/c8dz09mp	Administrative Guide	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/kt8870069t	Administrative Records of Keith A. Brueckner	ark:/13030/kt6q2nc792
http://www.oac.cdlib.org/findaid/ark:/13030/c8bg2qbc	Administrators and Supervisors Association. Administrative files.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/c8g73g3j	Administrators and Supervisors Association. Photographs.	ark:/13030/tf1d5nb4kf
http://www.oac.cdlib.org/findaid/ark:/13030/c8959krb	Admission of California into the Union Celebration Program	ark:/13030/kt8s2020gp
http://www.oac.cdlib.org/findaid/ark:/13030/c8b56kxr	"Adobes of Northern and Southern California, ca. 1912-1960 (bulk 1930-1949), Photographs"	ark:/13030/tf6t1nb9mj
http://www.oac.cdlib.org/findaid/ark:/13030/c8b859bg	Adohr Farms Collection	ark:/13030/c8736rx6
http://www.oac.cdlib.org/findaid/ark:/13030/c85m643j	Adorno (Nino) Puerto Rico Gay Pride Photographs	ark:/13030/kt2n39q9dc
http://www.oac.cdlib.org/findaid/ark:/13030/kt709nf1db	Adult Education Conference Catalogs Collection at the California Adult Education Archives	ark:/13030/kt0779q6sc
http://www.oac.cdlib.org/findaid/ark:/13030/c83x852r	Adult Education Leadership Training Program Collection at the California Adult Education Archives	ark:/13030/kt0779q6sc
http://www.oac.cdlib.org/findaid/ark:/13030/kt1c6031jv	Adventure Tomorrow scripts	ark:/13030/kt4199r6d2
http://www.oac.cdlib.org/findaid/ark:/13030/kt367nd3bw	Advertisement sketches of women's fashions and accessories (Collection of)	ark:/13030/tf1p3008cx
http://www.oac.cdlib.org/findaid/ark:/13030/kt7t1nf2m5	Advisory Committee on Geographic Names Records	ark:/13030/tf6g5012g8
http://www.oac.cdlib.org/findaid/ark:/13030/c879457h	Advisory Council on College Chemistry Photographs	ark:/13030/tf458010c5
http://www.oac.cdlib.org/findaid/ark:/13030/c8zk5jch	The Advocate	ark:/13030/tf6g5012hs
http://www.oac.cdlib.org/findaid/ark:/13030/c8hh6msc	Advocate Experience Records	ark:/13030/kt2n39q9dc
http://www.oac.cdlib.org/findaid/ark:/13030/c8f47mj6	Advocate Records	ark:/13030/kt2n39q9dc
